package Sundance::rurban::2024; # -*- perl -*-
#!/usr/bin/perl
# Sundance 2024 Critics Ratings, 18.1.2024 - 28.1.
# {'A+' => 10,  'A' => 9,   'A-' => 8,
#  'B+' => 7,   'B' => 6,   'B-' => 5,
#  'C+' => 4,   'C' => 3,   'C-' => 2,
#  'D+' => 1.5, 'D' => 1,   'D-' => 1,
#  'E+' => 0.5, 'E' => 0.5, 'E-' => 0.5,
#  'F+' => 0,   'F' => 0,   'F-' => 0};
# SLCWeekly: 0-4stars:
# 0.5 - 1.25, 1 - 2.5, 1.5 - 3.75, 2 -> 5, 2.5 - 6.25, 3 - 7.5, 3.5 - 8.75, 4 - 10

use utf8;
our $DATA= <<'EOF';

U.S. DRAMATIC COMPETITION

"Between the Temples" (Nathan Silver) [U.S. Dramatic]
 — A cantor in a crisis of faith finds his world turned upside down when his grade school music teacher reenters his life as his new adult bat mitzvah student. Cast: Jason Schwartzman, Carol Kane, Dolly de Leon, Caroline Aaron, Robert Smigel, Madeline Weinstein. World Premiere. Available online for Public.

MattMovieMan        4
Scott Renshaw       4   https://letterboxd.com/scottrenshaw/film/handling-the-undead/
Brit                4
saqinthecity        4
Yortj               4
stevepla            4   https://letterboxd.com/stevepla/film/handling-the-undead/
alexcmurphy         4
Hannah Proulx       4
Sydney🚀             3   https://letterboxd.com/stk5/film/handling-the-undead/
Bill Bria           3   https://letterboxd.com/billbria/film/handling-the-undead/
najinx              2
Cheyanne Hawco _Annie_ 2
Anthony             2
Reese               2

"In the Land of Brothers" (Raha Amirfazli, Alireza Ghasemi, Iran/F/NL) [World Dramatic]
 — Three members of an extended Afghan family start their lives over in Iran as refugees, unaware they face a decades-long struggle ahead to be “at home.” Cast: Hamideh Jafari, Bashir Nikzad, Mohammad Hosseini. World Premiere. Available online for Public.

#letterboxd
Chhabs              9
Nick Alderink       8
ljackson            8
Arash Azizi         8
Jordan Raup         6

"Layla" (Amrou Al-Kadhi, UK) [World Dramatic]
 — When Layla, a struggling Arab drag queen, falls in love for the first time, they lose and find themself in a transformative relationship that tests who they really are. Cast: Bilal Hasna, Louis Greatorex, Safiyya Ingar, Darkwah, Terique Jarrett, Sarah Agha. World Premiere. Available online for Public.

Murtada Elfadl          https://variety.com/2024/film/reviews/layla-review-1235877032/
Fionnuala Halligan      https://www.screendaily.com/reviews/layla-sundance-review/5189208.article
#letterboxd
CursedVHSTape       10
Ivette              10   https://letterboxd.com/ivettepimentel/film/layla/
tyler ౨ৎ chicilli   10
Edraider23          10
lej180              10   https://letterboxd.com/lej180/film/layla/
sofiahalpern        10   https://letterboxd.com/sofiahalpern/film/layla/
bella               10   https://letterboxd.com/anabellac0ne/film/layla/
emilyeverdee        10
Fox Cub Films       10
Louis Greatorex     10   https://letterboxd.com/louis_greatorex/film/layla/
internet_alex       10   https://letterboxd.com/internet_alex/film/layla/
Juuuki              10
brennanespi         10   https://letterboxd.com/brennanespi/film/layla/
gabewolfe           10
kfon                10
sunnyTea            9   https://letterboxd.com/sunnytea/film/layla/
savannahpr          9
Jules               9
Nick Alderink       9
Brother Bro         9   https://letterboxd.com/brotherbro/film/layla/
Pranav Padmanabhan  8   https://letterboxd.com/ppadmanabhan/film/layla/
selery              8   https://letterboxd.com/martysflagon/film/layla/
Dewboy Reviews      8   https://letterboxd.com/dewboyreviews/film/layla/
joleek              8   https://letterboxd.com/joleek/film/layla/
katiejenkinson      8
Drew Ransom         8   https://letterboxd.com/decathelox/film/layla/
andrewejacobs       8
Sean Mannion        8
Chris_B             8
geoffk              8   https://letterboxd.com/geoffk/film/layla/
annaclarice         8
The Oscar Expert    8
Josie Marie         8   https://letterboxd.com/thejosiemarie/film/layla/
Vivek               8   https://letterboxd.com/vivekk/film/layla/
saqinthecity        8   https://letterboxd.com/saqinthecity/film/layla/
Andrew              7   https://letterboxd.com/filmguru01/film/layla/
Andik Wijaya        7
Vanessa             7   https://letterboxd.com/nessym_530/film/layla/
Brian Bodel         7   https://letterboxd.com/bbodel/film/layla/
jordan              7
ecw11               6
Jeanne Pelletier    6   https://letterboxd.com/jeanne_pel/film/layla/
besselbebe          6
bglevine            6
Lou Thomas          5
Shayne J.           5   https://letterboxd.com/slappycider/film/layla/
mf201               4   https://letterboxd.com/mf201/film/layla/
Tait Watters        4

"Malu" (Pedro Freire, Brazil) [World Dramatic]
 — Malu — a mercurial, unemployed actress living with her conservative mother in a precarious house in a Rio de Janeiro slum — tries to deal with her strained relationship with her own adult daughter while surviving on memories of her glorious artistic past. Cast: Yara de Novaes, Carol Duarte, Juliana Carneiro da Cunha, Átila Bee. World Premiere. Available online for Public.

#letterboxd
Pedro Caetano       10

"Reinas" (Klaudia Reynicke, Switzerland/Peru/Spain) [World Dramatic]
 — Surrounded by social and political chaos in Lima during the summer of 1992, Lucia, Aurora, and their mother, Elena, plan to leave and seek opportunities in the United States. Their farewell involves reconnecting with their estranged father, Carlos, adding turbulence to the regrets, hopes, and fears of their emotional departure. Cast: Abril Gjurinovic, Luana Vega, Jimena Lindo, Gonzalo Molina, Susi Sánchez. World Premiere. Available online for Public.

#letterboxd
ben                 7
Ernesto Diezmartinez 6
cinestesia          6
Jort                6
Gooner1886          6
Roland Meier        6
Scott Renshaw       5   https://letterboxd.com/scottrenshaw/film/reinas-2024/
Marco Cerritos      6
Gustavo Herrera Taboada 6

"Sebastian" (Mikko Mäkelä, UK/Finland/Belgium) [World Dramatic]
 — Max, a 25-year-old aspiring writer living in London, begins a double life as a sex worker in order to research his debut novel. Cast: Ruaridh Mollica, Hiftu Quasem, Ingvar Sigurdsson, Jonathan Hyde, Leanne Best, Lara Rossi. World Premiere. Available online for Public.

#letterboxd
Joe Lipsett         8
Robert Kojder       8
Joonas Koivula      8
The Lonely Projectionist 7

"Sujo" (Astrid Rondero, Fernanda Valadez, Mexico/USA/France) [World Dramatic]
 — When a cartel gunman is killed, he leaves behind Sujo, his beloved 4-year-old son. The shadow of violence surrounds Sujo during each stage of his life in the isolated Mexican countryside. As he grows into a man, Sujo finds that fulfilling his father’s destiny may be inescapable. Cast: Juan Jesús Varela, Yadira Pérez, Alexis Varela, Sandra Lorenzano, Jairo Hernández, Kevin Aguilar. World Premiere. Available online for Public.

Wendy Ide               https://www.screendaily.com/reviews/sujo-sundance-review/5189577.article
#letterboxd
ian_alleman         10   https://letterboxd.com/ian_alleman/film/sujo/
Edraider23          10
Ryan Prows          10
12321               10
DavidLogan22        10
gabewolfe           9
Zax Saturn          8
Robert Daniels      8
crystalxpegasus     8
Ben11018            8   https://letterboxd.com/ben11018/film/sujo/
David Linares-Plata 8   https://letterboxd.com/david_felipe21/film/sujo/
Alan French         8
Juuuki              8
Bobby               8
gilbiloffer         8
Rafa Leonard        8   https://letterboxd.com/rafleo21/film/sujo/
ecw11               7
Zachary             7   https://letterboxd.com/maczach/film/sujo/
sneekylong          7   https://letterboxd.com/sneekylong/film/sujo/
don_o_van           7
Harrison Rosemont   7   https://letterboxd.com/brosemont/film/sujo/
Edgar               7   https://letterboxd.com/doctorflores_/film/sujo/
BrandonLikes        7   https://letterboxd.com/brandonlikes/film/sujo/
tyler ౨ৎ chicilli   7   https://letterboxd.com/tylerchicilli/film/sujo/
Jason               7   https://letterboxd.com/sundancejason/film/sujo/
🎞️ film fatale 🎞️   7   https://letterboxd.com/filmlinds/film/sujo/
Sean Boelman        7
sillyajay           7   https://letterboxd.com/sillyajay/film/sujo/
seanryan            7
angieames           7   https://letterboxd.com/angieames/film/sujo/
Dor                 7
dgo                 7
brendanoca          7
Sunil Kataria       7   https://letterboxd.com/basketballsunil/film/sujo/
LiamLtrbx           7   https://letterboxd.com/liamltrbx/film/sujo/
Pepe Ruiloba        7   https://letterboxd.com/peperuiloba/film/sujo/
Jordan Raup         7
mschwartz97         7   https://letterboxd.com/mschwartz97/film/sujo/
2mm2                7
lukejohnsen         7
ZachsFavorites      7
tina bui            6
Shikhar Verma       6   https://letterboxd.com/shikhar29/film/sujo/
Vincent Bradley     6
lola d'onofrio      6   https://letterboxd.com/loladonofrio/film/sujo/
Dewboy Reviews      6   https://letterboxd.com/dewboyreviews/film/sujo/
Phat Ballllz        6
Richard             6   https://letterboxd.com/returningsun/film/sujo/
BetaBuff            6   https://letterboxd.com/betabuff/film/sujo/
peezarolls          6   https://letterboxd.com/peezarolls/film/sujo/
AndrewRiijs         6   https://letterboxd.com/andrew11/film/sujo/
HeadHarbor          6
Mosquino            6
alaincarles         6
nina :_             6
bertieki            6   https://letterboxd.com/bertieki/film/sujo/
howdypals           6
enteraname          6
Mariana Mijares     6
lryan229            6
ragingbells         6
rubi                6
Dan                 6   https://letterboxd.com/dantarctica/film/sujo/
Jeff Nelson         6   https://letterboxd.com/sirjeffnelson/film/sujo/
miguel              6   https://letterboxd.com/migueldbj/film/sujo/
Madison             5
Becky Rice          5   https://letterboxd.com/beckykr/film/sujo/
Brobot1610          5
grgia               5   https://letterboxd.com/grgia/film/sujo/
andrewaustin23      5   https://letterboxd.com/andrewaustin23/film/sujo/
Zach                5   https://letterboxd.com/zlabeaux/film/sujo/
zack                5   https://letterboxd.com/zackcunningham/film/sujo/
Christoph Tunderson 4
BrandonHabes        3   https://letterboxd.com/brandonhabes/film/sujo/

"Veni Vidi Vici" (Daniel Hoesl, Julia Niemann, Austria) [World Dramatic]
 — The Maynards and their children lead an almost perfect billionaire family life. Amon is a passionate hunter, but doesn’t shoot animals, as the family’s wealth allows them to live totally free from consequences. Cast: Laurence Rupp, Ursina Lardi, Olivia Goschler. World Premiere. Available online for Public.

Peter Debruge           https://variety.com/2024/film/reviews/veni-vidi-vici-review-1235872348/
#letterboxd
EdAmaro1986         9
edvaark             8   https://letterboxd.com/edvaark/film/veni-vidi-vici-2024/
Price Garrison      8
Shayne J.           8   https://letterboxd.com/slappycider/film/veni-vidi-vici-2024/
arman_fatic         7
lej180              7   https://letterboxd.com/lej180/film/veni-vidi-vici-2024/
Dean                7
nblancob            7
Tait Watters        7   https://letterboxd.com/ttaaiitt/film/veni-vidi-vici-2024/
DrSponce            7   https://letterboxd.com/drsponce/film/veni-vidi-vici-2024/
sophiadagostino     7
tina bui            6
elphabaanne         6   https://letterboxd.com/elphabaanne/film/veni-vidi-vici-2024/
Sunil Kataria       6   https://letterboxd.com/basketballsunil/film/veni-vidi-vici-2024/
Edgar               6   https://letterboxd.com/doctorflores_/film/veni-vidi-vici-2024/
SundanceHaiku       6   https://letterboxd.com/sundancehaiku/film/veni-vidi-vici-2024/
gabewolfe           6
Garrett Cayton      6
ragingbells         6
danny_robs          6
Phat Ballllz        6   https://letterboxd.com/phat_ballllz/film/veni-vidi-vici-2024/
orsetto             6
liviamartinez       6   https://letterboxd.com/liviamartinez/film/veni-vidi-vici-2024/
kxmil14             6
mf201               5   https://letterboxd.com/mf201/film/veni-vidi-vici-2024/
SeethingLloron      5   https://letterboxd.com/seethinglloron/film/veni-vidi-vici-2024/
Fred Benenson       5   https://letterboxd.com/fredbenenson/film/veni-vidi-vici-2024/
tylol               5
crow2x              5
cmkyer              5
tokbbini_           5   https://letterboxd.com/tokbbini_/film/veni-vidi-vici-2024/
Dan                 5   https://letterboxd.com/dantarctica/film/veni-vidi-vici-2024/
vgl                 5
Jordan Raup         5
Mosquino            5
Brian Rowe          5   https://letterboxd.com/brianrowe/film/veni-vidi-vici-2024/
David Chen          5   https://letterboxd.com/davechen/film/veni-vidi-vici-2024/
Brian Bodel         5
Brit                4
ajbourscheid6       4
Robert Daniels      4
David Bax           4
Greg007             4   https://letterboxd.com/greg007/film/veni-vidi-vici-2024/
quietgavin          3   https://letterboxd.com/quietgavin/film/veni-vidi-vici-2024/
Juuuki              1   https://letterboxd.com/justicer/film/veni-vidi-vici-2024/

WORLD CINEMA DOCUMENTARY COMPETITION

"Agent of Happiness" (Arun Bhattarai, Dorottya Zurbó, Bhutan/Hungary) [World Documentaries]
 — Amber is one of the many agents working for the Bhutanese government to measure people’s happiness levels among the remote Himalayan mountains. But will he find his own along the way? World Premiere. Available online for Public.

Nikki Baughan           https://www.screendaily.com/reviews/agent-of-happiness-sundance-review/5189396.article
Siddhant Adlakha        https://variety.com/2024/film/reviews/agent-of-happiness-review-1235880107/
#letterboxd
chritoxin           8
Tiffany Hudson      8
Minah Worley _Oh_   8
caseyoksana         8
howardfischer       8
jacktheemerson      8
Alexander Hadden    8
rachael             7
N8Shoo              6
Richard Thomas      6
Vadim Rizov         6
isabellem13         6
crow2x              6
Jacob Oller         6
selery              5
photobean           5
dtcmolloy           5
Debbie Pennie       4
kjaustin            4
Li Lai              4

"The Battle for Laikipia" (Daphne Matziaraki, Peter Murimi, Kenya/USA) [World Documentaries]
 — Unresolved historical injustices and climate change raise the stakes in a generations-old conflict between Indigenous pastoralists and white landowners in Laikipia, Kenya, a wildlife conservation haven. World Premiere. Available online for Public.

#letterboxd
quietgavin          8

"Black Box Diaries" (Shiori Ito, Japan/USA/UK) [World Documentaries]
  — Journalist Shiori Ito embarks on a courageous investigation of her own sexual assault in an improbable attempt to prosecute her high-profile offender. Her quest becomes a landmark case in Japan, exposing the country’s outdated judicial and societal systems. World Premiere. Available online for Public.

Fionnuala Halligan      https://www.screendaily.com/reviews/black-box-diaries-sundance-review/5189499.article
#letterboxd
Aaron               10
Hannah              10   https://letterboxd.com/hxnnxhlxm/film/black-box-diaries/
elleh470            10   https://letterboxd.com/elleh470/film/black-box-diaries/
Jules               10   https://letterboxd.com/yupjulia/film/black-box-diaries/
NotTooFrozen19      10   https://letterboxd.com/nottoofrozen19/film/black-box-diaries/
bobbi               10   https://letterboxd.com/bobbibroome/film/black-box-diaries/
Rebecca Martin      10   https://letterboxd.com/ebbcinemaflow/film/black-box-diaries/
MattMovieMan        9
nikkiwong           9   https://letterboxd.com/nikkiwong/film/black-box-diaries/
sillyajay           9   https://letterboxd.com/sillyajay/film/black-box-diaries/
naomi               9
Alan French         8
mltucke             8
Li Lai              8
Robert Daniels      8
Hannah              8   https://letterboxd.com/hannnnnnnah/film/black-box-diaries/
rebbb               8   https://letterboxd.com/rebbb/film/black-box-diaries/
tylol               8
Alex Schwartz       8
Jacob Oller         8   https://letterboxd.com/jacoboller/film/black-box-diaries/
Jeff Nelson         8   https://letterboxd.com/sirjeffnelson/film/black-box-diaries/
quietgavin          8   https://letterboxd.com/quietgavin/film/black-box-diaries/
Jordan Raup         7
Aaron White         7
Kyle                7   https://letterboxd.com/kwooldridge/film/black-box-diaries/

"Eternal You" (Hans Block, Moritz Riesewieck, Germany/USA) [World Documentaries]
  — Startups are using AI to create avatars that allow relatives to talk with their loved ones after they have died. An exploration of a profound human desire and the consequences of turning the dream of immortality into a product. World Premiere. Available online for Public.

#letterboxd
Sean Boelman        8
Jacob Oller         7
cait83              7
Aaron White         7
AloneAwakeAware     6
Hillary Butler      6
Matt Minton 🏳️‍🌈🎬   6
Paul Emmanuel       6
Jeff Nelson         6
Chris Beiser        6
Caitlin Dubs        6
Jordan Raup         5

"Ibelin" (Benjamin Ree, Norway) [World Documentaries]
  — Mats Steen, a Norwegian gamer, died of a degenerative muscular disease at the age of 25. His parents mourned what they thought had been a lonely and isolated life, when they started receiving messages from online friends around the world. World Premiere. Available online for Public.

Wendy Ide               https://www.screendaily.com/reviews/ibelin-sundance-review/5189534.article
Siddhant Adlakha        https://variety.com/2024/film/reviews/ibelin-review-1235880100/
#letterboxd
Tommythehero        10
atlfre              10   https://letterboxd.com/atlfre/film/ibelin/
miablie             10
HannahConnery       10   https://letterboxd.com/hannahconnery/film/ibelin/
cotero_             10
Ryan Scheffield     10   https://letterboxd.com/r2schef2/film/ibelin/
Dillon              10   https://letterboxd.com/dwirkus/film/ibelin/
josh8551021         10
Matthew Lopes       10
SundanceHaiku       10   https://letterboxd.com/sundancehaiku/film/ibelin/
Bob Chen            10   https://letterboxd.com/yybbhn/film/ibelin/
Kalle Løchen        10
ajbourscheid6       10
juliekjr            10
Aril                10
Øystein Høydal      10
nessvkz             10   https://letterboxd.com/nessvkz/film/ibelin/
Shutter_Shocked     10
Julia Kubiak        10
sauga               10   https://letterboxd.com/sauga/film/ibelin/
Truls               10
Shayne J.           10   https://letterboxd.com/slappycider/film/ibelin/
remiflabz           10
Marie Sofi          10
Tarkus1337          10
Marie Seberg Primdahl 10
hadrian             10
Myron John Tatayrn  10   https://letterboxd.com/myronjtataryn/film/ibelin/
owlloyd             10   https://letterboxd.com/owlloyd/film/ibelin/
john3mil            10   https://letterboxd.com/john3mil/film/ibelin/
Matta92             9
Edgar               9   https://letterboxd.com/doctorflores_/film/ibelin/
Ole-Christian       9
emma                9
espennomedal        9
Hannah B.           9
Tait Watters        9
Anne Gjelsvik       9
sigurd sleipnes     8
Norbye              8
Dusty_C             8
joleek              8   https://letterboxd.com/joleek/film/ibelin/
susannastrand       8
CadeisCool69        8   https://letterboxd.com/cadeiscool69/film/ibelin/
Vice Hara           8
Snorresk            8
Josh                8   https://letterboxd.com/joshlikemovie/film/ibelin/
terjevigen          8
Eirik Aas Kristiansen 8
poppins             8
Max                 8
saridotte           8
David Bax           8
Nick Alderink       8
Dan Ten Oreos       8   https://letterboxd.com/mogwaicocteau00/film/ibelin/
jkdalseth           8
Henriette Myrlund   7
Richard Thomas      7
Aidsvik             7   https://letterboxd.com/aidsvik/film/ibelin/
LarsBVik            7
Jordan Raup         7
Jake_J              6
lisa                6   https://letterboxd.com/lisa2702/film/ibelin/
mf201               6   https://letterboxd.com/mf201/film/ibelin/
Koozya              6
margaretaorkan      6
hip_priest1         4

"IGUALADA" (Juan Mejía Botero, Colombia, USA, Mexico) [World Documentaries]
  — In one of Latin America’s most unequal countries, Francia Márquez, a Black Colombian rural activist, challenges the status quo with a presidential campaign that reappropriates the derogatory term “Igualada” — someone who acts as if they deserve rights that supposedly don’t correspond to them — and inspires a nation to dream. World Premiere. Available online for Public.

#letterboxd
quietgavin          7

"Never Look Away" (Lucy Lawless, New Zealand) [World Documentaries]
  — New Zealand–born groundbreaking CNN camerawoman Margaret Moth risks it all to show the reality of war from inside the conflict, staring down danger and confronting those who perpetuate it. World Premiere. Available online for Public.

#letterboxd
SundanceHaiku       10
Abigail B.          10
thekpr              10
Harrison Rosemont   9
Tyler St. Pierre    9
Josh_C              8
Ari Menes           8
Michael McNeely     8
Maya Ochoa          8
Charlotte Regan     8
Rebecca Boyce       7
rchrist2            7
Sean Boelman        7
Cody Daniels        7
AloneAwakeAware     7
LiamLtrbx           7
ehtones             7
Alan French         7
Robert Kojder       7
Jeff Nelson         7
mf201               6
Scott Renshaw       6
Cody Dericks        6
Katie Skelly        6
lilchorizo          6
andrewweir          6
Jacob Oller         6
brendanoca          5
Robert Daniels      5
urbancaver          5

"A New Kind of Wilderness" (Silje Evensmo Jacobsen, Norway) [World Documentaries]
  — In a forest in Norway, a family lives an isolated lifestyle in an attempt to be wild and free, but a tragic event changes everything, and they are forced to adjust to modern society. World Premiere. Available online for Public.

Tim Grierson            https://www.screendaily.com/reviews/a-new-kind-of-wilderness-sundance-review/5189069.article
Guy Lodge               https://variety.com/2024/film/reviews/a-new-kind-of-wilderness-review-1235879034/
#letterboxd
ronjavatne          10
Minah Worley _Oh_   10
Charlotte Regan     10   https://letterboxd.com/lotrlondon/film/a-new-kind-of-wilderness/
Nick Alderink       9
z71cuts             9
lisa                9   https://letterboxd.com/lisa2702/film/a-new-kind-of-wilderness/
urbancaver          8   https://letterboxd.com/urbancaver/film/a-new-kind-of-wilderness/
worm_emoji          8   https://letterboxd.com/worm_emoji/film/a-new-kind-of-wilderness/
Eric Hoffman        8
haleyroxin          8   https://letterboxd.com/haleyroxin/film/a-new-kind-of-wilderness/
Joe Botten          8   https://letterboxd.com/themnmovieman/film/a-new-kind-of-wilderness/
Kelsey_F            8
Abdul Latif         8   https://letterboxd.com/unfortunatefool/film/a-new-kind-of-wilderness/
Trunnie             7
ljackson            7
Jpugh               7   https://letterboxd.com/jpugh/film/a-new-kind-of-wilderness/
Fred Benenson       7   https://letterboxd.com/fredbenenson/film/a-new-kind-of-wilderness/
Scott Renshaw       7   https://letterboxd.com/scottrenshaw/film/a-new-kind-of-wilderness/
Max Borg            7
Court Templeton     7
Jake Kring-Schreifels 7
jadenjs             7   https://letterboxd.com/jadenjs/film/a-new-kind-of-wilderness/
Jeff Nelson         7   https://letterboxd.com/sirjeffnelson/film/a-new-kind-of-wilderness/
Marty               6   https://letterboxd.com/marty_milkman/film/a-new-kind-of-wilderness/
Kent M. Wilhelm     6
Lee Stobby          6   https://letterboxd.com/leestobby/film/a-new-kind-of-wilderness/
Jordan Raup         6
ragingbells         5

"Nocturnes" (Anirban Dutta, Anupama Srinivasan, India/USA) [World Documentaries]
  — In the dense forests of the Eastern Himalayas, moths are whispering something to us. In the dark of night, two curious observers shine a light on this secret universe. World Premiere. Available online for Public.

#letterboxd
cam                 8

"Soundtrack to a Coup d’Etat" (Johan Grimonprez, B/F/NL) [World Documentaries]
  — In 1960, United Nations: the Global South ignites a political earthquake, musicians Abbey Lincoln and Max Roach crash the Security Council, Nikita Khrushchev bangs his shoe denouncing America’s color bar, while the U.S. dispatches jazz ambassador Louis Armstrong to the Congo to deflect attention from its first African post-colonial coup. World Premiere. Available online for Public.

NEXT

#letterboxd

"Desire Lines" (Jules Rosskam) [NEXT]
  — Past and present collide when an Iranian American trans man time-travels through an LGBTQ+ archive on a dizzying and erotic quest to unravel his own sexual desires. Cast: Theo Germaine, Aden Hakimi. World Premiere. Documentary. Available online for Public.

#letterboxd
India Smith         6
Trunnie             5
Alex Fields         5
Arash Azizi         5
ragingbells         4
livredimage         2

"Kneecap" (Rich Peppiatt, Ireland/UK) [NEXT]
  — There are 80,000 native Irish speakers in Ireland. 6,000 live in the North of Ireland. Three of them became a rap group called Kneecap. This anarchic Belfast trio becomes the unlikely figurehead of a civil rights movement to save the mother tongue. Cast: Liam Óg Ó hAnnaidh, Naoise Ó Cairealláin, JJ Ó Dochartaigh, Michael Fassbender, Josie Walker, Simone Kirby). World Premiere. Fiction. Available online for Public.

Fionnuala Halligan      https://www.screendaily.com/reviews/kneecap-sundance-review/5189586.article
#letterboxd
KanzasMaybe         10   https://letterboxd.com/kanzasmaybe/film/kneecap/
SundanceHaiku       10   https://letterboxd.com/sundancehaiku/film/kneecap/
curlyt              10
Jessica Collette    10
Lanky_J             10
Jules               10
Gillian Cooper      10
rebbb               10
Aaron               10   https://letterboxd.com/aa_ron8/film/kneecap/
Hannah              10
mf201               9   https://letterboxd.com/mf201/film/kneecap/
collins197          9   https://letterboxd.com/collins197/film/kneecap/
nellie ortega       9
jeffreyobrien       9
Shelley Jones       9
jcmovie             9   https://letterboxd.com/jcmovie/film/kneecap/
lucasvictorino      9
jmlund93            9   https://letterboxd.com/jmlund93/film/kneecap/
Andrew Washington   9   https://letterboxd.com/andymike1209/film/kneecap/
piedpiper5          9   https://letterboxd.com/piedpiper5/film/kneecap/
adesola thomas      9
ali_quinlandave     9   https://letterboxd.com/ali_quinlandave/film/kneecap/
JeffJensen          9
Gemma_G             9   https://letterboxd.com/ggnz/film/kneecap/
Chloey_G            9
dtcmolloy           9   https://letterboxd.com/dtcmolloy/film/kneecap/
nandies             9
miguel              9   https://letterboxd.com/lognip/film/kneecap/
Thomas Quinn        9   https://letterboxd.com/notanothertom/film/kneecap/
Mackenzie           9   https://letterboxd.com/mackenzholmes/film/kneecap/
cait83              9   https://letterboxd.com/cait83/film/kneecap/
pay                 9
dylank28            8
loganchirigotis     8   https://letterboxd.com/loganchirigotis/film/kneecap/
adeich              8
Jort                8
sanriolegend        8   https://letterboxd.com/sanriolegend/film/kneecap/
androdojo           8
dany                8   https://letterboxd.com/barked/film/kneecap/
Levon               8
Chris Swan          8
benjaminting        8   https://letterboxd.com/benjaminting/film/kneecap/
sethscript          8
Ethan_J             8   https://letterboxd.com/ethanforyou/film/kneecap/
ajbourscheid6       8
Tooley              8
Luke D'Agnese       8   https://letterboxd.com/lukedagnese/film/kneecap/
Gregory Foltynowicz 8
Marcus Gorman       8
Kyleen              8
Eoin Egan           8
Quinnifer           8
kjaustin            8
Sean Mannion        8
Cyps                8   https://letterboxd.com/cyps/film/kneecap/
Eddy                8   https://letterboxd.com/eddyquin/film/kneecap/
Travis Knox         8   https://letterboxd.com/t_knox/film/kneecap/
Marya E. Gates      8
speeko              8
Jacey               7
Vice Hara           7
Marta Reeder        7   https://letterboxd.com/martareeder/film/kneecap/
Richard Thomas      7
Josh                7   https://letterboxd.com/mediarulesfilm/film/kneecap/
Brother Bro         7
Dor                 7
quietgavin          7   https://letterboxd.com/quietgavin/film/kneecap/
Justin              7
ljackson            7
EdFenech            7   https://letterboxd.com/edfenech/film/kneecap/
stevepla            7
The Oscar Expert    7
Sykes               7   https://letterboxd.com/mr_sykes/film/kneecap/
Whitney             6   https://letterboxd.com/whittyb/film/kneecap/
liinnh              6
Celatthecinema      6   https://letterboxd.com/celatthecinema/film/kneecap/
Ryan Scheffield     6   https://letterboxd.com/r2schef2/film/kneecap/
makosky             6
malxonmalx          6   https://letterboxd.com/malxonmalx/film/kneecap/
Jake Kring-Schreifels 6
Nick                6   https://letterboxd.com/giall0/film/kneecap/
wigg1ns             6

"Little Death" (Jack Begert) [NEXT]
  — A middle-aged filmmaker on the verge of a breakthrough. Two kids in search of a lost backpack. A small dog a long way from home. Cast: David Schwimmer, Gaby Hoffmann, Dominic Fike, Talia Ryder, Jena Malone, Sante Bentivoglio. World Premiere. Fiction. Available online for Public.

Anthony Kaufman         https://www.screendaily.com/reviews/little-death-sundance-review/5189647.article
#letterboxd
imoimo              10
tsobelmason         10
reedsomething       10
spatulalala         10
RyanZiaks           10   https://letterboxd.com/ryanziaks/film/little-death-2024/
Josh Scheinman      10   https://letterboxd.com/jshiney/film/little-death-2024/
Erik                9
arindlaub           9   https://letterboxd.com/arindlaub/film/little-death-2024/
Alex_B              9   https://letterboxd.com/beane_bag/film/little-death-2024/
weakley             9   https://letterboxd.com/weakley/film/little-death-2024/
Adrian              8
Rami                8   https://letterboxd.com/ramiramirami/film/little-death-2024/
Trase Henricks      7
Jackson Jones       7   https://letterboxd.com/iceteaenjoyer/film/little-death-2024/
Matt Neglia         7   https://letterboxd.com/nextbestpicture/film/little-death-2024/
akerms              7   https://letterboxd.com/akerms/film/little-death-2024/
Adam Manery         7   https://letterboxd.com/pointsofreview/film/little-death-2024/
QueerFilmLovrNY     7
Marco Cerritos      7
Aaron White         7   https://letterboxd.com/aaronelwhite/film/little-death-2024/
emma                7
Alex Billington     7
itscourtney         6   https://letterboxd.com/itscourtney/film/little-death-2024/
Roland Meier        6
josh taylor         6   https://letterboxd.com/joshtaylor_/film/little-death-2024/
alexcourides        6
Kent M. Wilhelm     6
ajstellaa           6
Sykes               6   https://letterboxd.com/mr_sykes/film/little-death-2024/
Justin Knoepfel     6
z71cuts             6
autumnrenne         6   https://letterboxd.com/autumnrenne/film/little-death-2024/
samscribner         6
Hadar               6
Jeremy Jacobowitz   5
Brit                5
Jason Osia          5
cmkyer              5
Jon Dieringer       5
adesola thomas      5
panelli             5
Brian Tallerico     4   https://letterboxd.com/briantt/film/little-death-2024/
Jordy               4   https://letterboxd.com/savingmrbank/film/little-death-2024/
edkemper            3   https://letterboxd.com/edkemper/film/little-death-2024/

"REALM OF SATAN" (Scott Cummings) [NEXT]
  — An experiential portrait depicting Satanists in both the everyday and in the extraordinary as they fight to preserve their lifestyle: magic, mystery, and misanthropy. Cast: Peter Gilmore, Peggy Nadramia, Blanche Barton. World Premiere. Documentary. Available online for Public.

#letterboxd
ThulsaDoom76        6
Robert Kojder       4

"Seeking Mavis Beacon" (Jazmin Renée Jones) [NEXT]
