package Sundance::rurban::2024; # -*- perl -*-
#!/usr/bin/perl
# Sundance 2024 Critics Ratings, 18.1.2024 - 28.1.
# {'A+' => 10,  'A' => 9,   'A-' => 8,
#  'B+' => 7,   'B' => 6,   'B-' => 5,
#  'C+' => 4,   'C' => 3,   'C-' => 2,
#  'D+' => 1.5, 'D' => 1,   'D-' => 1,
#  'E+' => 0.5, 'E' => 0.5, 'E-' => 0.5,
#  'F+' => 0,   'F' => 0,   'F-' => 0};
# SLCWeekly: 0-4stars:
# 0.5 - 1.25, 1 - 2.5, 1.5 - 3.75, 2 -> 5, 2.5 - 6.25, 3 - 7.5, 3.5 - 8.75, 4 - 10

use utf8;
our $DATA= <<'EOF';

U.S. DRAMATIC COMPETITION

"Between the Temples" (Nathan Silver) [U.S. Dramatic]
 — A cantor in a crisis of faith finds his world turned upside down when his grade school music teacher reenters his life as his new adult bat mitzvah student. Cast: Jason Schwartzman, Carol Kane, Dolly de Leon, Caroline Aaron, Robert Smigel, Madeline Weinstein. World Premiere. Available online for Public.

ricmarcondes        7
huwbarber           7
Christalla Kyriacou 7
Nicola Dinan        7
Sarah Crandall      7
Ian Bradley         7
AshleyTurner        7
carolmadeira        7
Lara                7
Dominika            7
Joe Ellis           7
Harry Green         7
Mike Jones          7
i am kenough        7
Jutta Paavolainen   7
Stefan Dimov        7
_BadLifeChoices     7
Fatma               7
DJRubberSoul        7
Nina                7
Andrew Ross         7
John                7
Will                7
Bex                 7
kipras              7
Steven Robinson     7
Murjani Rawls       7
rourke1             7
Brian Taylor        7
James               7
as_nav1             7
Almeida Ricardo     7
Tiago Ribeiro       7
Kallic              7
paomichel2          7
marina              7
Cristiano Marques   7
Lucas               7
caldor1984          7
_nash               7
MonaSheded          7
Daniel Pressey      7
lcb233              7
thesanbvan          7
Ben                 7
Kim_Marie           7
Sam Joly            7
jasonimlach         7
Robert Butler       7
Andrew_Ray          7
D_UNIT              7
RiBert              7
D N Williams        7
joaquinbukowski     7
caitba              7
Anthony             7
Nolan               7
Jerry Kohut         7
guangmou            7
Tom Gran            7
emma                7   https://letterboxd.com/emmakatem/film/hit-man-2023/
Alex Marshall       7
Moritz Schröder     7
NicPau93            7
Daniella            7
ethan               7
puddyboy            7
geraldinexenia      7
Toby Maher          7
erikgudris          7
Amreece             7
Rachael             7
griffj              7
Benjamin Bland      7
Jake                7
cmcd_               7
vanjamezneric       7
josh.               7
S0mbrero            7
Elena               7
tomattwood          7
Lars_L              7
filmvixen           7
Rasmus OE           7
Sophs_H             7
Josefk999           7
Stef Yoo-Min        7
Sam                 7
coreywoodward       7
Elsie               7
Michal Kedracki     7
Irie Bee            7
TDop                7
mpini               7
Ambo Backhouse      7
mclovins97          7
Joe                 7
JoMichael           7
jk93                7
SaraR               7
Leo                 7
socialqueues        7
emse                7
zombspy             7
rhystgwilliams      7
Felix Jones         7
tom w.              7
Dom                 7
Moocean             7
Ladi                7
Oshane Stewart      7
smas264             7
Ingrid              7
Harri_49            7
Jay                 7
Zak Chouay          7
Alex Young          7
Duncan              7
TheOncmingStorm     7
elliot              7
Polimuse            7
hana 🌞              7
harvaldo            7
Raph Pour-Hashemi   7
Maahin              7
David Witton-Davies 7
Scott Trevallion    7
Andrew Morris       7
prinzmononoke       7
Zara                7
andrww              7
Fadsanimated        7
AaronGreen4         7
mantafanta          7
Jochen              7
me? no. why?        7
Floescher           7
Marcel              7
Christian Schütze   7
Hage Linger         7
LeSchroeck          7
Bovenator           7
mlaboe302           7
Stu Wilson          7
reagan              7
michaeldmcclain     7
Maxr7723            7
robbeau             7
Katie Skelly        7
nora                7
Madeline Stedman    7
Gretta Wilson       7
Joe_X               7
Ian Nachemin        7
Juanita             7
Kurt Skalamera      7
A.A. Dowd           7
sunjin              7
gayzosam            7
Mark Iskarous       7
Allie               7
Daniel Wiezel       7
firstdayfilms       7
Connell Oberman     7
itsjenhan           7
Joe                 7
rsimp               7
gramarvin223        7
Kareem              7
Jonas Andrada       7
robert              7
Walter Neff         7
Carter Feuerhelm    7
iamjihan            7
Wyatt               7
austincassel        7
Kevin Conner        7
ill203              7
Santino             7
A.A. Dowd           7
Austin Maple        7
jkonevich           7
Sam Hayes           7
jmtaeschler         7
Tortuga4            7
Annie Cook          7
VICE Staff          7
Astro Rys           7
Stephen Furda       7
odltim              7
Kacey Bange         7
tomdio15            7
Sona Karapoghosyan  7
fatiekitz           7
Jesse Hassenger     7
dakocookie          7
Jordan Raup         7
Jake Kring-Schreifels 7
zulewey             7
Nicolas Pedrero     7
Justin Knoepfel     7
Cory Everett        7
sarah jae leiber    7
pawsitivelykat      7
pizzaluca           7
yambam              7
Pihla               7
DonDraper           7
Simone              7
Alessio Trerotoli   7
_Charlotte_         7
cleo                7
yorgos              7
Daniele Salvatore   7
Julien 92           7
Bernardo Paganelli  7
e_sicignano         7
francanatastan      7
Luca Fontò          7
Marco 🐘             7
sarahh              7
CrossantMoon        7
OrangeLike          7
Matteo              7
Ignazio Lucenti     7
Matteo Troiani      7
MichiPeaks          7
Vazok               7
Cam Smith           7
Milo                7
ellaobr             7
Sam Gray            7
George Kowalik      7
maz                 7
Ryan                7
simon__             7
vinnie              7
knovak              7
Alessio Annunziata  7
viktoriaherbst      7
Giallo_Noire        7
bruuubrubs          7
Shamelesst          7
Luca Zamparini      7
Tuck                7
k33t                7
neemat              7
Nat's               7
emmt                7
Justin Decloux      7
Tia Angeline        7
A.A. Dowd           7
Salotto Monogatari  7
zey                 7
johnbarnes          7
AirBudFan69         7
finfer              7
NISHsVISION         7
outmatch            7
Joel                7
daba                7
KatieKatieKatie     7
aidan               7
Jordan              7
Koreanwizard        7
jsamine             7
Matthew Stasoff     7
tayloran            7
mikevans            7
Can                 7
Alexander Helmer    7
lexmal              7
Paglia95            7
Kelly Martins       7
Clare               7
DJSinnimin          7
Dario Furlani       7
ElBorbah            7
vynns               7
Gio                 7
alanow01            7
Jamie               7
4winds7seas         7
marconauta          7
toph1021            7
Stephen David Miller 7
Chris Feil          7
markdilo            7
Jerry               7
Tyler Therien       7
nachd               7
Ben Delgado         7
Scott Ellis         7
zachgoth            7
aceface             7
CeeJay.             7
Darren Hughes       7
grosse_douceur      7
Nick                7
robbie james        7
TalkingRabbits      7
carmen margarita    7
Patrick Riso        7
andytran            7
Nic Ficca           7
FauxBears           7
vmn_three           7
MisterLakhi         7
Nicky Odujirin      7
adelaide            7
wasteoftaste        7
Gabriel Klassen     7
db12                7
ciaran_vallely      7
Mariana Mijares     7
Daniel Azbel        7
CinemaStud          7
Sonia 💅             7
Jack Showers        7
Brett Schutt        7
bunnyfufuu          7
laura_bonfanti      7
Dan Hudson          7
Darren Hinchy       7
Andy Willick        7
Jean-François lamarche 7
Cobo 🎃              7
BurtCohen           7
John Corrado        7
Margaux             7
WoodyZales          7
Simone Malaspina    7
Oliver Hayhoe       7
Vadim Rizov         7
Lori_Y              7
Luke Murray         7
Alicia Fletcher     7
arteenk             7
YMSUnofficial       7
Nick Dragas         7
Peter Richards      7
Grace Leeder        7
Trevor Smith        7
steffi955           7
Marcus_Cx7          7
Dan                 7
nag23               7
Elijah Marche       7
ashley              7
Max Sloth           7
AndreaR             7
Amy_woodstock       7
jlusnia             7
Chiara              7
FFlores90           7
Giulia              7
beppemanzi          7
jakoblegner         7
Egere               7
elyzzard            7
palo_mar            7
Mar_tin             7
Emanuele270686      7
Anna✨               7
ciuffi22            7
Mariabardella       7
ktikmovies          7
kuba_23             7
Elena_Gugliuzza     7
Giordana Pulvirenti 7
amaliaranguren      7
emadinicola         7
MickeyRurk          7
Michele Alberio     7
iona                7
Eleninaa            7
lilyelinorx         7
Luke Hicks          7
Emanuele Mandelli   7
leocallegari        7
PabloTár            7
Ginnnnn             7
brettboon           7
Davide Demasi       7
Cam                 7
Elena               7
M. Sobhy            7
moviebreak_de       7
jakobpingerpt       7
mezz                7
LukasMaerz          7
cam                 7
mbelivet            7
KittyNiesh          7
Luca Francescato    7
micheleorioli       7
Matteo Gherardini   7
Guido Zanghi        7
Antonio Pol Demozzi 7
Tommaso Tocci       7
Javier Lorenzo      7
Zoe                 7
Caleb Clarke        7
ezguz               7
raeear              7
Bastian Nanchen     7
lou                 7
Caterina            7
Davide Tiberga      7
JoyceL              7
SuperSommoCasse     7
Niklas              7
letizia22           7
JeckyD              7
Andrea Fallone      7
holly_nis           7
Ciocio              7
klieberich          7
Maxxx_1206          7
Greta Mezzanotti    7
Andrea Dutto        7
primetime49         7
Rebecca Guglielmo   7
Ryan Meyers         7
GeorgeWeston        7
manetty             7
Francesco           7
Shane               7
Damiano Panattoni   7
Pietro              7
Coqu3t              7
Sam Niles           7
Priamo Maselli      7
alex9350            7
nikobug27           7
Omar Franini        7
Mitch_Lange         7
se77o               7
Marco Serafini      7
Ar Nam Ho 何阿嵐       7
Rodolfo Cavina      7
D.K.                7
Flora Vanderhaegen  7
Luca                7
penelope            7
ElCiulador          7
Patrick_W           7
ilacoclea           7
Mattia855           7
heartout            7
Marco D'Agostino    7
Jack King           7
andrea beni         7
elly_with_vip       7
Jędrek Lisowski     7
DanieleS            7
MartinaIb           7
chaoskampf          7
Maja                7
DueDiCoppe          7
marika              7
hotflamincheeto     7
mary                7
AmelieM             7
Giuls9912           7
A€AB Lenny          7
Ivana               7
anaïs               7
Nicolas             7
Chp100              7
panurge             7
Jake Alda Coffey    7
Sebastian           7
iana                7
gabe                7
nina_saintg         7
louise              7
agathekluge         7
Wol4nd              7
samuelvar           7
Alessandro_VL       7
Benny Kohzer        7
Salva               7
Julian              7
abstellkamera       7
caarmeen_           7
Kenn_R              7
Francesco Pio Di Trolio 7
Irene               7
Lorenzo Sartor      7
Alessandro Stisci   7
Simone              7
Flowertwig          7
jakobbusk           7
Matthew Thrift      7
Josh Parham         7
Philip Bagnall      7
TheOperator         7
Janick Nolting      7
Elisa Torsiello     7
Filip Mańka         7
Stanisław Sobczyk   7
JakobCJ             7
max_the_wicked      7
Matteo Milanino     7
Andy Tyrrell        7
MilesOBrien         7
scottstreet         7
AndreaPedrazzi      7
Tim                 7
simo_rede           7
Silky Discombobulate 7
Gabi Spitzer        7
Pau Canivell        7
Fiamma              7
Svet                7
Carlos Elorza       7
IamTheCultofRJG     7
Adrian              7
Denis Previtera     7
Luca Mattioli       7
